INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Brussels International Exhibition',413,'16.11.1993','13.12.1993',280048,5,214,10,4273503,6722443,1793586,3569915);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Louisiana World Exposition',423,'27.10.2005','01.11.2005',912238,4,138,2,7110995,6440713,1433907,206707);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Expo',403,'24.09.2001','12.10.2001',995977,8,51,18,2717762,8541353,236159,3547716);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Expo Colombo',20,'21.01.2019','02.02.2019',277746,6,12,24,9881657,2452251,1334145,4743808);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Taejŏn Expo',138,'29.08.2012','25.09.2012',631781,3,132,27,4520644,8341760,809419,4849786);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Железный век ',40,'31.03.1990','09.04.1990',34451,1,185,28,7441293,7615436,1094316,2565823);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Европа без границ',212,'18.12.2014','26.12.2014',877055,2,317,1,2446633,6559163,213062,3879923);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Первое тысячелетие до новой эры',490,'06.05.2003','02.06.2003',746602,3,380,5,7437441,4026646,1062045,2756712);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Две картины Бронзино. К завершению реставрации',428,'01.01.2020','13.01.2020',205295,5,484,5,4445966,5013264,2521777,3667335);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Мелкая пластика Ар Деко',11,'28.07.1996','30.07.1996',246332,4,32,45,4382128,5902932,2523127,4656337);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Шпалеры XIX–XX веков в собрании Эрмитажа.',125,'18.04.1997','14.05.1997',144428,3,58,40,6520346,181304,4069343,1521686);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Сальвадор Дали. Магическое искусство',6,'03.09.1997','12.09.1997',100464,8,14,3,1491208,2119202,2696705,1373123);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Русская сказка. От Васнецова до сих пор',464,'25.09.2011','15.10.2011',727297,1,149,2,8510786,9649580,3102589,248559);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Пять веков европейского рисунка',519,'02.10.1990','07.10.1990',978981,4,331,49,6618513,8496053,2431977,4599860);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Это было навсегда. 1968–1985',410,'20.06.2018','15.07.2018',235707,3,35,44,3948878,4420390,1468158,1974258);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Международная биеннале молодого искусства',325,'16.02.2020','21.02.2020',301354,5,54,25,6238879,1671860,4243870,3422907);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Многообразие/Единство',478,'04.03.1996','12.03.1996',157805,1,282,19,1693900,5503736,3445746,3946303);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Современное искусство Европы',23,'02.04.2014','25.04.2014',983074,7,466,48,9860798,5707154,901513,3787493);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Соцреализм. Метаморфозы. Советское искусство',441,'19.10.2009','25.10.2009',389701,2,43,44,1777987,2261562,1599805,367509);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Мечты о свободе. Романтизм в России и Германии',272,'25.12.1996','13.01.1997',367729,2,28,16,157356,2734974,3707521,3531633);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Шедевры русского искусства XI — начала XX века',473,'08.05.1995','20.05.1995',261026,5,167,28,6656129,1811189,1401922,2539624);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Заглянув в душу столетий',377,'22.10.2003','11.11.2003',357350,6,201,15,2964753,3734157,2319874,2363326);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Веков связующая нить',239,'01.01.2012','17.01.2012',490075,4,364,46,6863318,5559666,4519857,92568);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Помнить о своих корнях, дорожить прошлым',237,'16.01.2019','17.01.2019',531297,8,244,27,6276721,5608446,698242,3972811);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Призраки утраченного времени',480,'21.06.2012','27.06.2012',683390,7,214,45,7199722,9776559,1848223,1227141);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('История в лицах',193,'12.12.2011','02.01.2012',827047,1,463,42,7621359,4950697,3613429,3020731);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Нам жить и помнить',369,'15.04.2003','07.05.2003',927185,1,251,41,7568530,7460791,4507086,1683722);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('История',147,'19.06.2018','14.07.2018',618081,6,440,24,7894714,8362468,4631142,3250672);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Страницы истории',419,'20.05.2011','30.05.2011',181558,1,191,31,8073526,7989230,3213046,372167);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Русь. Россия. Российская империя',97,'09.07.1993','02.08.1993',12520,8,168,20,9129047,2211220,3112876,1721045);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Будущее, в котором хочется жить!',306,'30.05.2001','23.06.2001',560033,4,103,47,2886957,7057880,4429002,3390328);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Высокие технологии – стратегия XXI века',196,'19.04.2014','20.04.2014',167038,8,214,22,1463617,9389001,528551,3474264);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Идеи. Гипотезы. Открытия',288,'09.03.2016','31.03.2016',442612,6,479,7,3959006,9234206,3530343,151586);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Шедевры фантастики',548,'11.08.2000','10.09.2000',625213,5,446,21,8687146,5109682,4678368,944311);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Триумф человеческого разума',88,'26.08.2003','26.09.2003',656558,7,211,49,4884257,756294,3417184,1211473);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Вперёд, к звёздам',482,'06.01.2011','04.02.2011',37148,1,248,49,1502966,3105317,4810406,4862936);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Звёзды смотрят на нас',223,'28.05.2013','19.06.2013',170792,3,457,27,7405470,704038,2964172,3796542);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Палитра свободных звуков.',304,'22.04.2010','30.04.2010',283103,1,104,36,4312413,4355558,3154170,1737580);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Свет глазами мастера',37,'17.01.1993','26.01.1993',750346,4,423,46,8908905,3615371,3132264,1134285);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Мастерство, фантазия, щедрость',265,'07.07.2004','14.07.2004',252360,5,68,3,9568911,3353163,3067037,3251389);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Эрмитаж интересных встреч',346,'04.08.2018','13.08.2018',484987,7,221,39,4343199,8798029,2641620,1722473);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Талант годам не подвластен',67,'13.07.2002','01.08.2002',104903,5,219,35,8314625,1796117,1164036,678029);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Художник эпохи',180,'25.03.2003','19.04.2003',801883,7,311,30,3825894,4787036,1484626,3674424);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Кистью творца остановленный миг',431,'21.01.2004','02.02.2004',122458,8,43,24,1208847,9277269,3730905,3497400);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Бесконечный полет фантазии',495,'25.09.1993','21.10.1993',131019,4,299,31,2748273,5040056,2172979,2105056);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Реформатор изобразительного искусства',464,'21.05.2014','17.06.2014',158521,8,320,8,8537352,4978698,257937,254906);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Сказка в русской живописи',412,'16.11.2010','21.11.2010',323069,4,224,30,3660645,596191,1523992,1949672);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Путешествие в страну Вдохновение',275,'07.09.2012','28.09.2012',902058,6,73,50,7731525,2046296,3954925,1517122);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Путешествие в страну творчества',506,'13.11.1990','02.12.1990',279585,7,63,42,9733232,742235,1251764,3258986);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('В мире грёз',422,'11.03.1992','17.03.1992',382459,2,92,9,6775806,1386123,1876545,598044);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Искусство нашего края',98,'05.03.2002','10.03.2002',658926,1,485,1,8721090,7249217,4219277,1302079);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Прекрасное вокруг нас',84,'22.05.2001','26.05.2001',404291,2,307,24,5424167,863200,1154820,715435);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Fastener Expo Shanghai',186,'26.03.1992','14.04.1992',136311,3,494,40,6126413,5273395,3265065,4646848);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Design Shanghai',428,'30.07.2018','06.08.2018',102942,2,34,43,9726307,2022298,2621791,4041276);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Zjtex',363,'21.06.2015','16.07.2015',230474,7,25,28,2065785,5966079,1447127,4450945);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Sino Dental',320,'25.09.1997','28.09.1997',321736,8,342,1,753439,1127294,1593362,3040497);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Guangzhou International Lighting Exhibition',519,'12.08.2003','19.08.2003',626450,1,221,21,6914716,1137139,148113,3098418);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Guangzhou Electrical Building Technology (GEBT)',296,'09.04.1998','04.05.1998',477176,1,120,38,681288,3215759,294160,3216855);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('CBBE',390,'15.08.1990','14.09.1990',522824,7,73,9,9629785,1278190,2060841,2464755);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Beijing International Manufacturing Exhibition',255,'24.05.1996','05.06.1996',287572,1,9,6,8014046,9054142,881274,4322575);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('GITF',437,'14.09.2009','10.10.2009',784510,4,314,39,3266488,455402,4972252,2765787);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('ITMA Asia',539,'02.11.2014','08.11.2014',918527,5,294,13,5262591,1507688,4492009,1053480);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('LogiMAT',94,'25.03.2014','13.04.2014',15031,7,58,37,9639562,5203503,765244,2353853);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('All in Caravaning',496,'20.11.1994','01.12.1994',728460,1,349,27,1944248,8017769,1834526,2492559);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('ART3F Haute-Savoie',157,'17.06.2010','05.07.2010',307629,2,253,26,5418177,3796820,130868,4831586);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Foire Exposition De Picardie',117,'19.02.2003','21.02.2003',614037,4,428,33,5950715,816166,2381147,2019047);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Cfia Rennes',355,'31.01.2000','01.02.2000',17372,7,261,29,9890531,9570698,499260,4225310);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('ART3F Mulhouse',327,'08.08.1998','06.09.1998',730224,4,454,12,4508795,9789454,3854737,2242762);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Provins Medieval Festival',477,'12.12.1995','10.01.1996',516392,4,135,34,5408524,2071703,1428533,126671);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('ART3F Paris',145,'23.10.1997','31.10.1997',663443,2,363,50,9812759,3906388,344683,4351364);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Foire Internationale de Lyon',155,'05.01.2008','29.01.2008',19760,6,199,38,3719613,6312318,2486009,3166610);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Cannes Lions',400,'09.06.2017','05.07.2017',151772,3,35,15,3124129,4167310,4447946,2813949);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('St. Anthony Park Arts Festival',187,'12.11.1997','04.12.1997',467345,7,360,25,4593812,9976865,1909660,1917428);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Wedding & Portrait Photography Expo (WPPI)',58,'11.01.2000','22.01.2000',235427,4,284,14,7977530,8357748,3265182,2645709);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('WPPI Wedding & Portrait Photography Expo',237,'09.05.2009','21.05.2009',936926,1,231,47,6912540,789454,3249652,4904527);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Italian Family Festa San Jose',330,'13.05.1990','29.05.1990',680836,2,299,2,8753992,1724377,2497532,1273156);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('New York International Antiquarian Book Fair',211,'06.06.2005','22.06.2005',48019,1,317,37,332191,6191603,285870,4552249);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('The Norton Show Fall',527,'07.09.2012','10.09.2012',37234,7,342,2,5363666,3068106,1516971,3671290);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Fan Expo',326,'18.08.2000','29.08.2000',636983,7,169,34,7769736,9604879,2406855,163202);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('McMenamins UFO Festival',505,'27.05.2001','24.06.2001',554742,8,217,15,9707210,466973,166424,4638123);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Home & Crafts Faire Fredericksburg',293,'07.03.1993','01.04.1993',723865,2,368,17,8423426,6364888,969961,4763179);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('West Coast Historical Militaria Collectors Show',28,'17.10.2013','23.10.2013',455787,4,440,20,3531322,8423877,482661,2160602);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Antique Spectacular Quad Cities',37,'21.09.2011','13.10.2011',120747,3,348,30,2484826,3361161,1284893,3524573);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('ArtExpo',442,'28.11.2002','06.12.2002',105067,1,71,48,4419822,1183874,4217322,4201333);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('The Norton Show',408,'22.11.2002','27.11.2002',505470,5,22,21,5885234,6941479,951412,4174534);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Modern Art Miami',456,'20.01.2011','24.01.2011',657700,1,216,32,2439411,3887833,4276433,3495746);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Untitled Art',450,'03.09.1991','27.09.1991',652948,3,425,13,4118023,4010083,4873530,2944851);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('The Original Beach Antique Show',514,'01.10.2016','11.10.2016',379602,7,82,28,8415314,7479634,2808189,2591290);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('National Conference and Exposition',388,'08.02.2008','26.02.2008',276823,3,34,26,8032178,8751274,2281486,4926352);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Hay Festival',538,'12.05.2012','15.05.2012',687955,8,377,28,3487058,2829756,3934689,4301257);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('London Map Fair',295,'31.07.1992','08.08.1992',724919,6,315,24,6866913,5473947,551702,701959);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('St Magnus International Festival',141,'01.11.2006','07.11.2006',948075,1,240,9,9020674,5979678,515459,678824);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('The Three Counties Show',469,'19.03.2017','07.04.2017',403002,1,142,41,2884569,3999444,1399328,3658740);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('ICE',253,'02.07.2012','17.07.2012',741936,6,186,44,3294515,1888184,4535686,4393583);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('New Designers',434,'03.01.2008','20.01.2008',432030,8,372,4,1769389,3809965,957011,3804804);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('The International Forest Festival / TIMBER',525,'13.10.2019','25.10.2019',872422,3,258,10,8850525,2596789,3540277,4309861);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Data Centre World',427,'12.04.2015','27.04.2015',489689,3,416,40,247304,2692204,4555546,1144070);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Beauty',170,'11.01.2021','12.01.2021',614722,6,176,3,2162459,2238471,4482273,2719848);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Woodhall Spa 40s Festival',43,'10.01.2020','27.01.2020',788637,7,41,19,1397492,3038696,3242854,866237);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('War and Peace Revival',174,'07.05.2012','30.05.2012',655669,4,238,12,3781171,3572447,4596656,4250150);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Echoes Of History',520,'22.08.2012','04.09.2012',564404,6,417,42,8290306,442391,2425906,4828626);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Design In Mental Health',135,'21.03.1998','07.04.1998',411550,4,31,36,6638619,1303463,3042623,2904744);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Живая старина',313,'22.08.2015','01.09.2015',298509,1,454,29,9780798,8462903,2703515,3124001);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Недра России',378,'02.05.1993','28.05.1993',843826,2,202,27,3023045,4749930,3023020,3445500);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('АрхВектор',440,'05.06.2013','20.06.2013',410884,1,497,9,6607341,6936857,3947966,1221457);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('Мир глазами зодчих',357,'03.06.1994','21.06.1994',996267,4,405,47,2508267,661791,3191457,2139723);
INSERT INTO exhibitions(title, c_id, date_start, date_finish, account, tp_id, org_id,a_id, interpreters, stand, transportation, marketing) VALUES('SibBeauty',239,'10.01.2010','23.01.2010',725895,6,424,16,1411307,8286704,677421,4885694);
